date,home_team,away_team,team,scorer,minute,own_goal,penalty
2015-06-21,France,South Korea,France,Marie-Laure Delie,48,FALSE,FALSE
2015-06-22,Norway,England,Norway,Solveig Gulbrandsen,54,FALSE,FALSE
2015-06-22,Norway,England,England,Steph Houghton,61,FALSE,FALSE
2015-06-22,Norway,England,England,Lucy Bronze,76,FALSE,FALSE
2015-06-22,United States,Colombia,United States,Alex Morgan,53,FALSE,FALSE
2015-06-22,United States,Colombia,United States,Carli Lloyd,66,FALSE,TRUE
2015-06-23,Japan,Netherlands,Japan,Saori Ariyoshi,10,FALSE,FALSE
2015-06-23,Japan,Netherlands,Japan,Mizuho Sakaguchi,78,FALSE,FALSE
2015-06-23,Japan,Netherlands,Netherlands,Kirsten van de Ven,90,FALSE,FALSE
2015-06-26,China PR,United States,United States,Carli Lloyd,51,FALSE,FALSE
2015-06-26,Germany,France,France,Louisa Cadamuro,64,FALSE,FALSE
2015-06-26,Germany,France,Germany,Célia Šašić,84,FALSE,TRUE
2015-06-27,Australia,Japan,Japan,Mana Iwabuchi,87,FALSE,FALSE
2015-06-27,Canada,England,England,Jodie Taylor,11,FALSE,FALSE
2015-06-27,Canada,England,England,Lucy Bronze,14,FALSE,FALSE
2015-06-27,Canada,England,Canada,Christine Sinclair,42,FALSE,FALSE
2015-06-30,United States,Germany,United States,Carli Lloyd,69,FALSE,TRUE
2015-06-30,United States,Germany,United States,Kelley O'Hara,84,FALSE,FALSE
2015-07-01,Japan,England,Japan,Aya Miyama,33,FALSE,TRUE
2015-07-01,Japan,England,England,Fara Williams,40,FALSE,TRUE
2015-07-01,Japan,England,Japan,Laura Bassett,90,TRUE,FALSE
2015-07-04,Germany,England,England,Fara Williams,108,FALSE,TRUE
2015-07-05,United States,Japan,United States,Carli Lloyd,3,FALSE,FALSE
2015-07-05,United States,Japan,United States,Carli Lloyd,5,FALSE,FALSE
2015-07-05,United States,Japan,United States,Lauren Holiday,14,FALSE,FALSE
2015-07-05,United States,Japan,United States,Carli Lloyd,16,FALSE,FALSE
2015-07-05,United States,Japan,Japan,Yūki Nagasato,27,FALSE,FALSE
2015-07-05,United States,Japan,Japan,Julie Ertz,52,TRUE,FALSE
2015-07-05,United States,Japan,United States,Tobin Heath,54,FALSE,FALSE
2016-08-03,Brazil,China PR,Brazil,Mônica,36,FALSE,FALSE
2016-08-03,Brazil,China PR,Brazil,Andressa Alves,59,FALSE,FALSE
2016-08-03,Brazil,China PR,Brazil,Cristiane Rozeira,90,FALSE,FALSE
2016-08-03,Canada,Australia,Canada,Janine Beckie,1,FALSE,FALSE
2016-08-03,Canada,Australia,Canada,Christine Sinclair,80,FALSE,FALSE
2016-08-03,France,Colombia,France,Carolina Arias,2,TRUE,FALSE
2016-08-03,France,Colombia,France,Eugénie Le Sommer,14,FALSE,FALSE
2016-08-03,France,Colombia,France,Camille Abily,42,FALSE,FALSE
2016-08-03,France,Colombia,France,Amel Majri,82,FALSE,FALSE
2016-08-03,Sweden,South Africa,Sweden,Nilla Fischer,76,FALSE,FALSE
2016-08-03,United States,New Zealand,United States,Carli Lloyd,9,FALSE,FALSE
2016-08-03,United States,New Zealand,United States,Alex Morgan,46,FALSE,FALSE
2016-08-03,Zimbabwe,Germany,Germany,Sara Däbritz,22,FALSE,FALSE
2016-08-03,Zimbabwe,Germany,Germany,Alexandra Popp,36,FALSE,FALSE
2016-08-03,Zimbabwe,Germany,Zimbabwe,Kudakwashe Basopo,50,FALSE,FALSE
2016-08-03,Zimbabwe,Germany,Germany,Melanie Behringer,53,FALSE,FALSE
2016-08-03,Zimbabwe,Germany,Germany,Melanie Behringer,78,FALSE,FALSE
2016-08-03,Zimbabwe,Germany,Germany,Melanie Leupolz,83,FALSE,FALSE
2016-08-03,Zimbabwe,Germany,Germany,Eunice Chibanda,90,TRUE,FALSE
2016-08-06,Brazil,Sweden,Brazil,Beatriz Zaneratto João,21,FALSE,FALSE
2016-08-06,Brazil,Sweden,Brazil,Cristiane Rozeira,24,FALSE,FALSE
2016-08-06,Brazil,Sweden,Brazil,Marta,44,FALSE,TRUE
2016-08-06,Brazil,Sweden,Brazil,Marta,80,FALSE,FALSE
2016-08-06,Brazil,Sweden,Brazil,Beatriz Zaneratto João,86,FALSE,FALSE
2016-08-06,Brazil,Sweden,Sweden,Lotta Schelin,89,FALSE,FALSE
2016-08-06,Canada,Zimbabwe,Canada,Janine Beckie,7,FALSE,FALSE
2016-08-06,Canada,Zimbabwe,Canada,Christine Sinclair,19,FALSE,TRUE
2016-08-06,Canada,Zimbabwe,Canada,Janine Beckie,35,FALSE,FALSE
2016-08-06,Canada,Zimbabwe,Zimbabwe,Mavis Chirandu,86,FALSE,FALSE
2016-08-06,Colombia,New Zealand,New Zealand,Amber Hearn,31,FALSE,FALSE
2016-08-06,Germany,Australia,Australia,Sam Kerr,6,FALSE,FALSE
2016-08-06,Germany,Australia,Germany,Sara Däbritz,45,FALSE,FALSE
2016-08-06,Germany,Australia,Australia,Caitlin Foord,45,FALSE,FALSE
2016-08-06,Germany,Australia,Germany,Saskia Bartusiak,88,FALSE,FALSE
2016-08-06,South Africa,China PR,China PR,Gu Yasha,45,FALSE,FALSE
2016-08-06,South Africa,China PR,China PR,Tan Ruyin,87,FALSE,FALSE
2016-08-06,United States,France,United States,Carli Lloyd,64,FALSE,FALSE
2016-08-09,Australia,Zimbabwe,Australia,Lisa De Vanna,2,FALSE,FALSE
2016-08-09,Australia,Zimbabwe,Australia,Clare Polkinghorne,15,FALSE,FALSE
2016-08-09,Australia,Zimbabwe,Australia,Alanna Kennedy,37,FALSE,FALSE
2016-08-09,Australia,Zimbabwe,Australia,Kyah Simon,50,FALSE,FALSE
2016-08-09,Australia,Zimbabwe,Australia,Michelle Heyman,55,FALSE,FALSE
2016-08-09,Australia,Zimbabwe,Australia,Michelle Heyman,66,FALSE,FALSE
2016-08-09,Australia,Zimbabwe,Zimbabwe,Emmaculate Msipa,90,FALSE,FALSE
2016-08-09,Colombia,United States,Colombia,Catalina Usme,26,FALSE,FALSE
2016-08-09,Colombia,United States,United States,Crystal Dunn,41,FALSE,FALSE
2016-08-09,Colombia,United States,United States,Mallory Pugh,59,FALSE,FALSE
2016-08-09,Colombia,United States,Colombia,Catalina Usme,90,FALSE,FALSE
2016-08-09,Germany,Canada,Germany,Melanie Behringer,13,FALSE,TRUE
2016-08-09,Germany,Canada,Canada,Melissa Tancredi,26,FALSE,FALSE
2016-08-09,Germany,Canada,Canada,Melissa Tancredi,60,FALSE,FALSE
2016-08-09,New Zealand,France,France,Eugénie Le Sommer,38,FALSE,FALSE
2016-08-09,New Zealand,France,France,Louisa Cadamuro,63,FALSE,FALSE
2016-08-09,New Zealand,France,France,Louisa Cadamuro,90,FALSE,TRUE
2016-08-12,Canada,France,Canada,Sophie Schmidt,56,FALSE,FALSE
2016-08-12,China PR,Germany,Germany,Melanie Behringer,76,FALSE,FALSE
2016-08-12,United States,Sweden,Sweden,Stina Blackstenius,61,FALSE,FALSE
2016-08-12,United States,Sweden,United States,Alex Morgan,77,FALSE,FALSE
2016-08-16,Canada,Germany,Germany,Melanie Behringer,21,FALSE,TRUE
2016-08-16,Canada,Germany,Germany,Sara Däbritz,59,FALSE,FALSE
2016-08-19,Brazil,Canada,Canada,Deanne Rose,25,FALSE,FALSE
2016-08-19,Brazil,Canada,Canada,Christine Sinclair,52,FALSE,FALSE
2016-08-19,Brazil,Canada,Brazil,Beatriz Zaneratto João,79,FALSE,FALSE
2016-08-19,Sweden,Germany,Germany,Dzsenifer Marozsán,48,FALSE,FALSE
2016-08-19,Sweden,Germany,Germany,Linda Sembrant,62,TRUE,FALSE
2016-08-19,Sweden,Germany,Sweden,Stina Blackstenius,67,FALSE,FALSE
2017-07-16,Denmark,Belgium,Denmark,Sanne Troelsgaard Nielsen,6,FALSE,FALSE
2017-07-16,Netherlands,Norway,Netherlands,Shanice van de Sanden,66,FALSE,FALSE
2017-07-17,Italy,Russia,Russia,Elena Danilova,9,FALSE,FALSE
2017-07-17,Italy,Russia,Russia,Elena Morozova,26,FALSE,FALSE
2017-07-17,Italy,Russia,Italy,Ilaria Mauro,88,FALSE,FALSE
2017-07-18,Austria,Switzerland,Austria,Nina Burger,15,FALSE,FALSE
2017-07-18,France,Iceland,France,Eugénie Le Sommer,86,FALSE,TRUE
2017-07-19,England,Scotland,England,Jodie Taylor,11,FALSE,FALSE
2017-07-19,England,Scotland,England,Jodie Taylor,26,FALSE,FALSE
2017-07-19,England,Scotland,England,Ellen White,32,FALSE,FALSE
2017-07-19,England,Scotland,England,Jodie Taylor,53,FALSE,FALSE
2017-07-19,England,Scotland,England,Jordan Nobbs,87,FALSE,FALSE
2017-07-19,England,Scotland,England,Toni Duggan,90,FALSE,FALSE
2017-07-19,Spain,Portugal,Spain,Vicky Losada,23,FALSE,FALSE
2017-07-19,Spain,Portugal,Spain,Amanda Sampedro,42,FALSE,FALSE
2017-07-20,Netherlands,Denmark,Netherlands,Sherida Spitse,20,FALSE,TRUE
2017-07-20,Norway,Belgium,Belgium,Elke Van Gorp,59,FALSE,FALSE
2017-07-20,Norway,Belgium,Belgium,Janice Cayman,67,FALSE,FALSE
2017-07-21,Germany,Italy,Germany,Josephine Henning,19,FALSE,FALSE
2017-07-21,Germany,Italy,Italy,Ilaria Mauro,29,FALSE,FALSE
2017-07-21,Germany,Italy,Germany,Babett Peter,67,FALSE,TRUE
2017-07-21,Sweden,Russia,Sweden,Lotta Schelin,22,FALSE,FALSE
2017-07-21,Sweden,Russia,Sweden,Stina Blackstenius,51,FALSE,FALSE
2017-07-22,France,Austria,Austria,Lisa Makas,27,FALSE,FALSE
2017-07-22,France,Austria,France,Amandine Henry,51,FALSE,FALSE
2017-07-22,Iceland,Switzerland,Iceland,Fanndís Friðriksdóttir,33,FALSE,FALSE
2017-07-22,Iceland,Switzerland,Switzerland,Lara Dickenmann,43,FALSE,FALSE
2017-07-22,Iceland,Switzerland,Switzerland,Ramona Bachmann,52,FALSE,FALSE
2017-07-23,England,Spain,England,Fran Kirby,2,FALSE,FALSE
2017-07-23,England,Spain,England,Jodie Taylor,85,FALSE,FALSE
2017-07-23,Scotland,Portugal,Portugal,Carolina Mendes,27,FALSE,FALSE
2017-07-23,Scotland,Portugal,Scotland,Erin Cuthbert,68,FALSE,FALSE
2017-07-23,Scotland,Portugal,Portugal,Ana Cristina Oliveira Leite,72,FALSE,FALSE
2017-07-24,Netherlands,Belgium,Netherlands,Sherida Spitse,27,FALSE,TRUE
2017-07-24,Netherlands,Belgium,Belgium,Tessa Wullaert,59,FALSE,FALSE
2017-07-24,Netherlands,Belgium,Netherlands,Lieke Martens,74,FALSE,FALSE
2017-07-24,Norway,Denmark,Denmark,Katrine Veje,5,FALSE,FALSE
2017-07-25,Russia,Germany,Germany,Babett Peter,10,FALSE,TRUE
2017-07-25,Russia,Germany,Germany,Dzsenifer Marozsán,56,FALSE,TRUE
2017-07-25,Sweden,Italy,Italy,Daniela Sabatino,4,FALSE,FALSE
2017-07-25,Sweden,Italy,Sweden,Lotta Schelin,14,FALSE,TRUE
2017-07-25,Sweden,Italy,Italy,Daniela Sabatino,37,FALSE,FALSE
2017-07-25,Sweden,Italy,Sweden,Stina Blackstenius,47,FALSE,FALSE
2017-07-25,Sweden,Italy,Italy,Cristiana Girelli,85,FALSE,FALSE
2017-07-26,Iceland,Austria,Austria,Sarah Zadrazil,36,FALSE,FALSE
2017-07-26,Iceland,Austria,Austria,Nina Burger,44,FALSE,FALSE
2017-07-26,Iceland,Austria,Austria,Stefanie Enzinger,89,FALSE,FALSE
2017-07-26,Switzerland,France,Switzerland,Ana-Maria Crnogorčević,19,FALSE,FALSE
2017-07-26,Switzerland,France,France,Camille Abily,76,FALSE,FALSE
2017-07-27,Portugal,England,England,Toni Duggan,7,FALSE,FALSE
2017-07-27,Portugal,England,Portugal,Carolina Mendes,17,FALSE,FALSE
2017-07-27,Portugal,England,England,Nikita Parris,48,FALSE,FALSE
2017-07-27,Scotland,Spain,Scotland,Caroline Weir,42,FALSE,FALSE
2017-07-29,Netherlands,Sweden,Netherlands,Lieke Martens,33,FALSE,FALSE
2017-07-29,Netherlands,Sweden,Netherlands,Vivianne Miedema,64,FALSE,FALSE
2017-07-30,England,France,England,Jodie Taylor,60,FALSE,FALSE
2017-07-30,Germany,Denmark,Germany,Isabel Kerschowski,3,FALSE,FALSE
2017-07-30,Germany,Denmark,Denmark,Nadia Nadim,49,FALSE,FALSE
2017-07-30,Germany,Denmark,Denmark,Theresa Nielsen,83,FALSE,FALSE
2017-08-03,Netherlands,England,Netherlands,Vivianne Miedema,22,FALSE,FALSE
2017-08-03,Netherlands,England,Netherlands,Daniëlle van de Donk,62,FALSE,FALSE
2017-08-03,Netherlands,England,Netherlands,Millie Bright,90,TRUE,FALSE
2017-08-06,Netherlands,Denmark,Denmark,Nadia Nadim,6,FALSE,TRUE
2017-08-06,Netherlands,Denmark,Netherlands,Vivianne Miedema,10,FALSE,FALSE
2017-08-06,Netherlands,Denmark,Netherlands,Lieke Martens,28,FALSE,FALSE
2017-08-06,Netherlands,Denmark,Denmark,Pernille Harder,33,FALSE,FALSE
2017-08-06,Netherlands,Denmark,Netherlands,Sherida Spitse,51,FALSE,FALSE
2017-08-06,Netherlands,Denmark,Netherlands,Vivianne Miedema,89,FALSE,FALSE
2019-06-07,France,South Korea,France,Eugénie Le Sommer,9,FALSE,FALSE
2019-06-07,France,South Korea,France,Wendie Renard,35,FALSE,FALSE
2019-06-07,France,South Korea,France,Wendie Renard,45,FALSE,FALSE
2019-06-07,France,South Korea,France,Amandine Henry,85,FALSE,FALSE
2019-06-08,Germany,China PR,Germany,Giulia Gwinn,66,FALSE,FALSE
2019-06-08,Norway,Nigeria,Norway,Guro Reiten,17,FALSE,FALSE
2019-06-08,Norway,Nigeria,Norway,Lisa-Marie Karlseng Utland,34,FALSE,FALSE
2019-06-08,Norway,Nigeria,Norway,Osinachi Ohale,37,TRUE,FALSE
2019-06-08,Spain,South Africa,South Africa,Thembi Kgatlana,25,FALSE,FALSE
2019-06-08,Spain,South Africa,Spain,Jennifer Hermoso,69,FALSE,TRUE
2019-06-08,Spain,South Africa,Spain,Jennifer Hermoso,82,FALSE,TRUE
2019-06-08,Spain,South Africa,Spain,Lucía García,89,FALSE,FALSE
2019-06-09,Australia,Italy,Australia,Sam Kerr,22,FALSE,FALSE
2019-06-09,Australia,Italy,Italy,Barbara Bonansea,56,FALSE,FALSE
2019-06-09,Australia,Italy,Italy,Barbara Bonansea,90,FALSE,FALSE
2019-06-09,Brazil,Jamaica,Brazil,Cristiane,15,FALSE,FALSE
2019-06-09,Brazil,Jamaica,Brazil,Cristiane,50,FALSE,FALSE
2019-06-09,Brazil,Jamaica,Brazil,Cristiane,64,FALSE,FALSE
2019-06-09,England,Scotland,England,Nikita Parris,14,FALSE,TRUE
2019-06-09,England,Scotland,England,Ellen White,40,FALSE,FALSE
2019-06-09,England,Scotland,Scotland,Claire Emslie,79,FALSE,FALSE
2019-06-10,Canada,Cameroon,Canada,Kadeisha Buchanan,45,FALSE,FALSE
2019-06-11,Chile,Sweden,Sweden,Kosovare Asllani,83,FALSE,FALSE
2019-06-11,Chile,Sweden,Sweden,Madelen Janogy,90,FALSE,FALSE
2019-06-11,New Zealand,Netherlands,Netherlands,Jill Roord,90,FALSE,FALSE
2019-06-11,United States,Thailand,United States,Alex Morgan,12,FALSE,FALSE
2019-06-11,United States,Thailand,United States,Rose Lavelle,20,FALSE,FALSE
2019-06-11,United States,Thailand,United States,Lindsey Horan,32,FALSE,FALSE
2019-06-11,United States,Thailand,United States,Sam Mewis,50,FALSE,FALSE
2019-06-11,United States,Thailand,United States,Alex Morgan,53,FALSE,FALSE
2019-06-11,United States,Thailand,United States,Sam Mewis,54,FALSE,FALSE
2019-06-11,United States,Thailand,United States,Rose Lavelle,56,FALSE,FALSE
2019-06-11,United States,Thailand,United States,Alex Morgan,74,FALSE,FALSE
2019-06-11,United States,Thailand,United States,Megan Rapinoe,79,FALSE,FALSE
2019-06-11,United States,Thailand,United States,Alex Morgan,81,FALSE,FALSE
2019-06-11,United States,Thailand,United States,Mallory Pugh,85,FALSE,FALSE
2019-06-11,United States,Thailand,United States,Alex Morgan,87,FALSE,FALSE
2019-06-11,United States,Thailand,United States,Carli Lloyd,90,FALSE,FALSE
2019-06-12,France,Norway,France,Valérie Gauvin,46,FALSE,FALSE
2019-06-12,France,Norway,Norway,Wendie Renard,54,TRUE,FALSE
2019-06-12,France,Norway,France,Eugénie Le Sommer,72,FALSE,TRUE
2019-06-12,Germany,Spain,Germany,Sara Däbritz,42,FALSE,FALSE
2019-06-12,Nigeria,South Korea,Nigeria,Kim Do-yeon,29,TRUE,FALSE
2019-06-12,Nigeria,South Korea,Nigeria,Asisat Oshoala,75,FALSE,FALSE
2019-06-13,Australia,Brazil,Brazil,Marta,27,FALSE,TRUE
2019-06-13,Australia,Brazil,Brazil,Cristiane,38,FALSE,FALSE
2019-06-13,Australia,Brazil,Australia,Caitlin Foord,45,FALSE,FALSE
2019-06-13,Australia,Brazil,Australia,Chloe Logarzo,58,FALSE,FALSE
2019-06-13,Australia,Brazil,Australia,Mônica,66,TRUE,FALSE
2019-06-13,South Africa,China PR,China PR,Li Ying,40,FALSE,FALSE
2019-06-14,England,Argentina,England,Jodie Taylor,62,FALSE,FALSE
2019-06-14,Jamaica,Italy,Italy,Cristiana Girelli,12,FALSE,TRUE
2019-06-14,Jamaica,Italy,Italy,Cristiana Girelli,25,FALSE,FALSE
2019-06-14,Jamaica,Italy,Italy,Cristiana Girelli,46,FALSE,FALSE
2019-06-14,Jamaica,Italy,Italy,Aurora Galli,71,FALSE,FALSE
2019-06-14,Jamaica,Italy,Italy,Aurora Galli,81,FALSE,FALSE
2019-06-14,Japan,Scotland,Japan,Mana Iwabuchi,23,FALSE,FALSE
2019-06-14,Japan,Scotland,Japan,Yuika Sugasawa,37,FALSE,TRUE
2019-06-14,Japan,Scotland,Scotland,Lana Clelland,88,FALSE,FALSE
2019-06-15,Canada,New Zealand,Canada,Jessie Fleming,48,FALSE,FALSE
2019-06-15,Canada,New Zealand,Canada,Nichelle Prince,79,FALSE,FALSE
2019-06-15,Netherlands,Cameroon,Netherlands,Vivianne Miedema,41,FALSE,FALSE
2019-06-15,Netherlands,Cameroon,Cameroon,Gabrielle Onguéné,43,FALSE,FALSE
2019-06-15,Netherlands,Cameroon,Netherlands,Dominique Bloodworth,48,FALSE,FALSE
2019-06-15,Netherlands,Cameroon,Netherlands,Vivianne Miedema,85,FALSE,FALSE
2019-06-16,Sweden,Thailand,Sweden,Linda Sembrant,6,FALSE,FALSE
2019-06-16,Sweden,Thailand,Sweden,Kosovare Asllani,19,FALSE,FALSE
2019-06-16,Sweden,Thailand,Sweden,Fridolina Rolfö,42,FALSE,FALSE
2019-06-16,Sweden,Thailand,Sweden,Lina Hurtig,81,FALSE,FALSE
2019-06-16,Sweden,Thailand,Sweden,Elin Rubensson,90,FALSE,TRUE
2019-06-16,Sweden,Thailand,Thailand,Kanjana Sungngoen,90,FALSE,FALSE
2019-06-16,United States,Chile,United States,Carli Lloyd,11,FALSE,FALSE
2019-06-16,United States,Chile,United States,Julie Ertz,26,FALSE,FALSE
2019-06-16,United States,Chile,United States,Carli Lloyd,35,FALSE,FALSE
2019-06-17,France,Nigeria,France,Wendie Renard,79,FALSE,TRUE
2019-06-17,South Africa,Germany,Germany,Melanie Leupolz,14,FALSE,FALSE
2019-06-17,South Africa,Germany,Germany,Sara Däbritz,29,FALSE,FALSE
2019-06-17,South Africa,Germany,Germany,Alexandra Popp,40,FALSE,FALSE
2019-06-17,South Africa,Germany,Germany,Lina Magull,58,FALSE,FALSE
2019-06-17,South Korea,Norway,Norway,Caroline Graham Hansen,4,FALSE,TRUE
2019-06-17,South Korea,Norway,Norway,Isabell Herlovsen,50,FALSE,TRUE
2019-06-17,South Korea,Norway,South Korea,Yeo Min-ji,78,FALSE,FALSE
2019-06-18,Italy,Brazil,Brazil,Marta,74,FALSE,TRUE
2019-06-18,Jamaica,Australia,Australia,Sam Kerr,11,FALSE,FALSE
2019-06-18,Jamaica,Australia,Australia,Sam Kerr,42,FALSE,FALSE
2019-06-18,Jamaica,Australia,Jamaica,Havana Solaun,49,FALSE,FALSE
2019-06-18,Jamaica,Australia,Australia,Sam Kerr,69,FALSE,FALSE
2019-06-18,Jamaica,Australia,Australia,Sam Kerr,83,FALSE,FALSE
2019-06-19,Japan,England,England,Ellen White,14,FALSE,FALSE
2019-06-19,Japan,England,England,Ellen White,84,FALSE,FALSE
2019-06-19,Scotland,Argentina,Scotland,Kim Little,19,FALSE,FALSE
2019-06-19,Scotland,Argentina,Scotland,Jen Beattie,49,FALSE,FALSE
2019-06-19,Scotland,Argentina,Scotland,Erin Cuthbert,69,FALSE,FALSE
2019-06-19,Scotland,Argentina,Argentina,Milagros Menéndez,74,FALSE,FALSE
2019-06-19,Scotland,Argentina,Argentina,Lee Alexander,79,TRUE,FALSE
2019-06-19,Scotland,Argentina,Argentina,Florencia Bonsegundo,90,FALSE,TRUE
2019-06-20,Cameroon,New Zealand,Cameroon,Ajara Nchout,57,FALSE,FALSE
2019-06-20,Cameroon,New Zealand,New Zealand,Aurelle Awona,80,TRUE,FALSE
2019-06-20,Cameroon,New Zealand,Cameroon,Ajara Nchout,90,FALSE,FALSE
2019-06-20,Netherlands,Canada,Netherlands,Anouk Dekker,54,FALSE,FALSE
2019-06-20,Netherlands,Canada,Canada,Christine Sinclair,60,FALSE,FALSE
2019-06-20,Netherlands,Canada,Netherlands,Lineth Beerensteyn,75,FALSE,FALSE
2019-06-20,Sweden,United States,United States,Lindsey Horan,3,FALSE,FALSE
2019-06-20,Sweden,United States,United States,Jonna Andersson,50,TRUE,FALSE
2019-06-20,Thailand,Chile,Chile,Waraporn Boonsing,48,TRUE,FALSE
2019-06-20,Thailand,Chile,Chile,María José Urrutia,80,FALSE,FALSE
2019-06-22,Germany,Nigeria,Germany,Alexandra Popp,20,FALSE,FALSE
2019-06-22,Germany,Nigeria,Germany,Sara Däbritz,27,FALSE,TRUE
2019-06-22,Germany,Nigeria,Germany,Lea Schüller,82,FALSE,FALSE
2019-06-22,Norway,Australia,Norway,Isabell Herlovsen,31,FALSE,FALSE
2019-06-22,Norway,Australia,Australia,Elise Kellond-Knight,83,FALSE,FALSE
2019-06-23,England,Cameroon,England,Steph Houghton,14,FALSE,FALSE
2019-06-23,England,Cameroon,England,Ellen White,45,FALSE,FALSE
2019-06-23,England,Cameroon,England,Alex Greenwood,58,FALSE,FALSE
2019-06-23,France,Brazil,France,Valérie Gauvin,52,FALSE,FALSE
2019-06-23,France,Brazil,Brazil,Thaisa,63,FALSE,FALSE
2019-06-23,France,Brazil,France,Amandine Henry,107,FALSE,FALSE
2019-06-24,Spain,United States,United States,Megan Rapinoe,7,FALSE,TRUE
2019-06-24,Spain,United States,Spain,Jennifer Hermoso,9,FALSE,FALSE
2019-06-24,Spain,United States,United States,Megan Rapinoe,75,FALSE,TRUE
2019-06-24,Sweden,Canada,Sweden,Stina Blackstenius,55,FALSE,FALSE
2019-06-25,Italy,China PR,Italy,Valentina Giacinti,15,FALSE,FALSE
2019-06-25,Italy,China PR,Italy,Aurora Galli,49,FALSE,FALSE
2019-06-25,Netherlands,Japan,Netherlands,Lieke Martens,17,FALSE,FALSE
2019-06-25,Netherlands,Japan,Japan,Yui Hasegawa,43,FALSE,FALSE
2019-06-25,Netherlands,Japan,Netherlands,Lieke Martens,90,FALSE,TRUE
2019-06-27,Norway,England,England,Jill Scott,3,FALSE,FALSE
2019-06-27,Norway,England,England,Ellen White,40,FALSE,FALSE
2019-06-27,Norway,England,England,Lucy Bronze,57,FALSE,FALSE
2019-06-28,France,United States,United States,Megan Rapinoe,5,FALSE,FALSE
2019-06-28,France,United States,United States,Megan Rapinoe,65,FALSE,FALSE
2019-06-28,France,United States,France,Wendie Renard,81,FALSE,FALSE
2019-06-29,Germany,Sweden,Germany,Lina Magull,16,FALSE,FALSE
2019-06-29,Germany,Sweden,Sweden,Sofia Jakobsson,22,FALSE,FALSE
2019-06-29,Germany,Sweden,Sweden,Stina Blackstenius,48,FALSE,FALSE
2019-06-29,Italy,Netherlands,Netherlands,Vivianne Miedema,70,FALSE,FALSE
2019-06-29,Italy,Netherlands,Netherlands,Stefanie van der Gragt,80,FALSE,FALSE
2019-07-02,England,United States,United States,Christen Press,10,FALSE,FALSE
2019-07-02,England,United States,England,Ellen White,19,FALSE,FALSE
2019-07-02,England,United States,United States,Alex Morgan,31,FALSE,FALSE
2019-07-03,Netherlands,Sweden,Netherlands,Jackie Groenen,99,FALSE,FALSE
2019-07-06,England,Sweden,Sweden,Kosovare Asllani,11,FALSE,FALSE
2019-07-06,England,Sweden,Sweden,Sofia Jakobsson,22,FALSE,FALSE
2019-07-06,England,Sweden,England,Fran Kirby,31,FALSE,FALSE
2019-07-07,United States,Netherlands,United States,Megan Rapinoe,61,FALSE,TRUE
2019-07-07,United States,Netherlands,United States,Rose Lavelle,69,FALSE,FALSE
2021-07-21,Australia,New Zealand,Australia,Tameka Yallop,20,FALSE,FALSE
2021-07-21,Australia,New Zealand,Australia,Sam Kerr,33,FALSE,FALSE
2021-07-21,Australia,New Zealand,New Zealand,Gabi Rennie,90,FALSE,FALSE
2021-07-21,China PR,Brazil,Brazil,Marta,9,FALSE,FALSE
2021-07-21,China PR,Brazil,Brazil,Debinha,22,FALSE,FALSE
2021-07-21,China PR,Brazil,Brazil,Marta,74,FALSE,FALSE
2021-07-21,China PR,Brazil,Brazil,Andressa Alves,82,FALSE,TRUE
2021-07-21,China PR,Brazil,Brazil,Bia Zaneratto,89,FALSE,FALSE
2021-07-21,Great Britain,Chile,Great Britain,Ellen White,18,FALSE,FALSE
2021-07-21,Great Britain,Chile,Great Britain,Ellen White,73,FALSE,FALSE
2021-07-21,Japan,Canada,Canada,Christine Sinclair,6,FALSE,FALSE
2021-07-21,Japan,Canada,Japan,Mana Iwabuchi,84,FALSE,FALSE
2021-07-21,Sweden,United States,Sweden,Stina Blackstenius,25,FALSE,FALSE
2021-07-21,Sweden,United States,Sweden,Stina Blackstenius,54,FALSE,FALSE
2021-07-21,Sweden,United States,Sweden,Lina Hurtig,72,FALSE,FALSE
2021-07-21,Zambia,Netherlands,Netherlands,Vivianne Miedema,9,FALSE,FALSE
2021-07-21,Zambia,Netherlands,Netherlands,Lieke Martens,14,FALSE,FALSE
2021-07-21,Zambia,Netherlands,Netherlands,Vivianne Miedema,15,FALSE,FALSE
2021-07-21,Zambia,Netherlands,Zambia,Barbra Banda,19,FALSE,FALSE
2021-07-21,Zambia,Netherlands,Netherlands,Vivianne Miedema,29,FALSE,FALSE
2021-07-21,Zambia,Netherlands,Netherlands,Lieke Martens,38,FALSE,FALSE
2021-07-21,Zambia,Netherlands,Netherlands,Shanice van de Sanden,44,FALSE,FALSE
2021-07-21,Zambia,Netherlands,Netherlands,Vivianne Miedema,59,FALSE,FALSE
2021-07-21,Zambia,Netherlands,Netherlands,Jill Roord,64,FALSE,FALSE
2021-07-21,Zambia,Netherlands,Netherlands,Lineth Beerensteyn,75,FALSE,FALSE
2021-07-21,Zambia,Netherlands,Netherlands,Victoria Pelova,80,FALSE,FALSE
2021-07-21,Zambia,Netherlands,Zambia,Barbra Banda,82,FALSE,FALSE
2021-07-21,Zambia,Netherlands,Zambia,Barbra Banda,83,FALSE,FALSE
2021-07-24,Chile,Canada,Canada,Janine Beckie,39,FALSE,FALSE
2021-07-24,Chile,Canada,Canada,Janine Beckie,47,FALSE,FALSE
2021-07-24,Chile,Canada,Chile,Karen Araya,57,FALSE,TRUE
